1.237421812604878824e+01,4.153003306993368504e+00,1.422964115814980612e+00,4.988635385580872939e-01,1.814707818575398146e-01,6.786537497752938297e-02,2.631258486626577436e-02,1.048131670022424584e-02,4.297075602089761755e-03,1.789197170178215019e-03,7.631192207024256645e-04,3.316187983738130189e-04,1.462608362081218422e-04,7.135916099636515741e-05,1.958308473497792374e-05,4.173637381244482632e-06,1.000611395338486711e-05,7.689514573683166857e-06,-7.313990966262372934e-06,2.562018582498375610e-06,-6.308915139437853173e-06,7.464565745255621211e-06,-2.148300853561343663e-05,6.477208071000297897e-06,1.770131454017148865e-05,-4.617360836163813482e-06,-8.679059941733562614e-06,1.080991744268198434e-05,4.599012839712766705e-07,9.918658192166715954e-06,-4.498620993122625629e-06,-7.625675806433215222e-06
1.238149989315237498e+01,4.156148392744363207e+00,1.421931690690112493e+00,5.044091839670293842e-01,1.823193080765824203e-01,6.796372165874543791e-02,2.640177116915580144e-02,1.052686664616089840e-02,4.290678339114360751e-03,1.802471710420610728e-03,7.650392343757352010e-04,3.381495058097887382e-04,1.200071796739956843e-04,6.219589275849507005e-05,2.066904518496196454e-05,-1.526688353567660016e-05,5.571111938898537432e-06,6.905221317834095056e-06,-5.399243899285261653e-07,3.629151302733549247e-06,4.421974392870339523e-06,-3.336929707463289388e-06,-5.979368048263645794e-06,-5.195090778535721059e-06,-5.544182390816914222e-06,-4.475108197725091304e-09,-6.186980144156269304e-06,-2.392388806449106193e-06,-6.036408275863260380e-06,-2.765613121854133088e-06,-4.885980000145289630e-06,-1.498648500228771255e-05
1.242511224973301154e+01,4.171252885451174564e+00,1.430492634410599484e+00,5.018179933499683498e-01,1.826668851838758878e-01,6.837271353510855632e-02,2.639185005007771076e-02,1.051643557912139600e-02,4.278036024979659652e-03,1.794455475887330766e-03,7.906243524547475416e-04,3.298343162815967110e-04,1.321735095795902178e-04,6.730752309744426453e-05,1.978924242103603429e-05,1.624072083897751137e-05,7.763440706836091115e-06,2.519929650444695673e-06,1.613932728209370500e-05,-1.001702457888283955e-05,9.066362115313096444e-06,4.360156856477892996e-06,-1.568535895955136306e-05,3.823993739721819021e-06,-1.054809618855826079e-05,-1.787549654626918385e-05,1.123506989796931632e-05,7.915999349659209498e-06,-9.354485033873689701e-07,9.384660753088142619e-06,5.091749133187215591e-06,-7.440059175653257389e-07
1.238317709068164874e+01,4.170357450549366796e+00,1.427799756390894403e+00,5.035106735129950550e-01,1.819314171613111986e-01,6.839637206891029109e-02,2.639805299896514496e-02,1.051231206026181746e-02,4.317082322537846989e-03,1.802405509090576098e-03,7.530916691338476179e-04,3.452711934309665243e-04,1.488817151651098986e-04,7.121829267045420484e-05,3.181989609685938891e-05,5.914178414322217157e-06,-5.701868369967622827e-06,-2.023298684700686808e-05,-2.224795859873891280e-05,-6.047141125960840382e-07,-7.766605652949724745e-06,-2.405470437648346867e-06,-7.888071892572185174e-06,2.847862122166983659e-07,-2.227799925239774234e-05,-2.921761207080402607e-06,-4.203266356946267503e-06,6.974328039139161627e-06,-2.641859039029832317e-06,-8.148276356184255262e-07,-2.017403219388832886e-06,3.747947383191180184e-06
1.238147825667615010e+01,4.149466149543775906e+00,1.424518879599010690e+00,4.993423664347304003e-01,1.810257041176016601e-01,6.780941318466505996e-02,2.633769695294031765e-02,1.050612648668867652e-02,4.303569946048465406e-03,1.810278934387429860e-03,7.700975289416707057e-04,3.289352683317648828e-04,1.689949551786356784e-04,6.217231401438896811e-05,4.746780888103594820e-06,6.176001452558024042e-06,1.417417363635356620e-06,1.398679998141670156e-05,4.127889974229960715e-07,-1.120051037958137230e-06,6.768643591369917210e-06,-3.522737719825315752e-06,5.262248188604004887e-06,4.254629655652053157e-06,-4.022522664273694211e-07,7.404721432957432093e-06,-4.641782268628038316e-06,2.487647957937387135e-06,-1.402438384738985019e-06,1.480793324136995087e-06,-1.116232915333781794e-05,-3.592161682751086786e-06
1.233565035386206077e+01,4.144712227118027670e+00,1.424932240171349784e+00,4.993185136992341344e-01,1.813056263776459676e-01,6.816285328771598540e-02,2.627967628792063359e-02,1.051852177094532957e-02,4.302217684785714785e-03,1.791484096429713478e-03,7.792953864525140311e-04,3.270034096897710672e-04,1.506250114323362131e-04,6.668539513576293872e-05,2.167380652474737218e-05,1.403706046501880147e-05,1.228255057659564565e-05,-4.812645195034646221e-06,-3.203537175460590445e-06,-1.029106135341013539e-05,1.166281900018186968e-05,-6.534412676912229382e-06,8.381282861502270309e-06,4.842377463692533757e-08,-1.273993033692615273e-07,1.528786919062401767e-05,5.660888957138472891e-06,-1.043310680370685271e-05,2.643473064561270173e-06,-7.772306795113877948e-06,7.143923108556911332e-06,-3.200592944725380944e-06
1.238706786093157852e+01,4.158848801517310179e+00,1.423019373094100093e+00,5.019310080811265617e-01,1.825474340007475771e-01,6.837776671837057785e-02,2.628571935999569897e-02,1.047211690064577677e-02,4.278940080037645088e-03,1.783708640284945458e-03,7.710830334224395019e-04,3.324884682007454590e-04,1.653256426224042851e-04,8.282763777066746622e-05,2.852998318389475912e-05,2.549675239667955769e-06,1.246788072409736183e-05,1.511516426693275893e-05,-2.567737468388328147e-06,-2.208386500915774383e-06,-9.157967309803864892e-06,1.351850976452272996e-05,-2.358868705784218532e-06,7.929221821240520611e-06,7.832856102105518286e-07,4.925663869320234598e-06,1.392788089886728640e-06,1.950708092909418724e-05,-1.999521449770021162e-05,5.254132337868551931e-06,-3.627530534337653600e-06,-1.799417658448653254e-05
1.237963064142470060e+01,4.173358707460945283e+00,1.430772437532179753e+00,5.028141467591296099e-01,1.823052471581458056e-01,6.823166301210087381e-02,2.634899304431748482e-02,1.051104732126830615e-02,4.291598357326328883e-03,1.780209978944993039e-03,7.600086369988297199e-04,3.383723906918750975e-04,1.375069651315649665e-04,6.221131243500654126e-05,3.174596263333409022e-05,2.253112382794659604e-05,1.327578287717419111e-05,-2.063301544438203915e-06,1.867665111581954087e-05,-3.428414727756359580e-06,-5.780822857932354575e-06,3.301562852782311796e-06,2.693173360120862953e-06,3.314529951391485607e-06,1.126387614617951501e-06,3.795773651364527793e-06,1.608759540077322014e-05,1.057553503523396145e-05,-1.103656797847539811e-05,1.782025644809441439e-05,-1.089341687406851626e-05,-2.575285762981093229e-06
1.234582936795670527e+01,4.173458530933854327e+00,1.433184484844971518e+00,5.027441958542135936e-01,1.825670831254132820e-01,6.843415062221500089e-02,2.640852935960446082e-02,1.050785003400615640e-02,4.281075088012980222e-03,1.800180935024381671e-03,7.656532585310313636e-04,3.378464123993589019e-04,1.510955317203498951e-04,6.336269402373130100e-05,3.977035262292591530e-05,1.020053239547976358e-05,1.053367752349059760e-05,1.151474087799011375e-05,-9.116539650253105648e-06,-3.551275249793681404e-06,-4.467945522243171927e-06,2.409450334661527663e-06,-4.084966100885700972e-06,-4.584927714894720354e-06,1.717772176408718896e-05,-1.043519401782415486e-05,-2.973039718205314892e-06,5.204727564751912786e-06,-7.158366953457486538e-06,-9.529343009981911959e-06,1.247885799547971018e-06,-4.689577044107569068e-06
1.246324216656004502e+01,4.166117166660042059e+00,1.431334401593170380e+00,5.026911784576851838e-01,1.821664704571928084e-01,6.805515510285048419e-02,2.638278272404086244e-02,1.049952729181484988e-02,4.323282495626968626e-03,1.792033200899578174e-03,7.656531169547130949e-04,3.340866506765042534e-04,1.382173278064356909e-04,5.257030152044806100e-05,2.315271877151887445e-05,1.359877731111444569e-05,8.206492633706123903e-06,-6.474362807096034563e-06,1.582134057071651537e-05,2.904997339977817962e-05,-9.245888083448364117e-06,5.718471941282708403e-06,3.317882432187521914e-06,2.326654109401478763e-06,-1.284474601012766466e-05,1.187153327013834627e-05,2.245250980896068335e-05,2.386742054260918582e-06,-6.278963055387022763e-06,1.921328314292520346e-05,-1.373979206884247566e-05,-9.711226892922953372e-07
1.246941965337754787e+01,4.165824811248529436e+00,1.430320327256987101e+00,5.051942004502377737e-01,1.827493222357080838e-01,6.858217564305418845e-02,2.639790986757736477e-02,1.049405115492054417e-02,4.288817256458773812e-03,1.793507680630100848e-03,7.782367533862488609e-04,3.448360092274893813e-04,1.374549315200422432e-04,8.129915612226285872e-05,2.334800039538900048e-05,1.070344334140700301e-05,1.357102912322480682e-05,-2.022702703676319689e-06,6.118502574786958163e-06,-7.574864228191318206e-07,-5.476557989868468145e-06,1.028737424082841570e-05,2.717803564397978195e-05,4.990553817065827793e-06,2.048687440508240668e-06,8.819992199708344448e-06,-2.208371325204446182e-06,-9.981007923030646361e-06,-6.719419573504619189e-06,-4.679196649855002725e-06,5.651951477932202435e-06,-9.162489674921326597e-06
1.239883063047100542e+01,4.159590403632613231e+00,1.418716371726157055e+00,4.991407804559635508e-01,1.817607338502938152e-01,6.780666705560831065e-02,2.623635186809191930e-02,1.042716699850840603e-02,4.287588423468447103e-03,1.784785643330281512e-03,7.604879625237835616e-04,3.165366470820245933e-04,1.473323972897284235e-04,5.476496744290054958e-05,2.647804012342503898e-05,8.770982543904755127e-06,9.687636142845517002e-06,-2.275286312265985660e-06,8.351104240540976753e-06,3.148459580313053559e-06,-1.117443475467215513e-05,-1.541928836988874801e-05,1.082911423144225862e-05,-4.423754083253550298e-06,1.337933198539950673e-05,1.065259444937056501e-06,1.366129709935624229e-05,9.598632161852494591e-06,1.455986521411674608e-05,-2.346674653937059690e-05,-4.548038428403293954e-06,4.680629701401737330e-06
1.240610865370943117e+01,4.165450355481842060e+00,1.429987604674068491e+00,5.025508152531440453e-01,1.822738920581374877e-01,6.798065745983040975e-02,2.624089606629368548e-02,1.043958268990769454e-02,4.279776448332623523e-03,1.789132891045631078e-03,7.619551670915400724e-04,3.213179382294522463e-04,1.665374453369443993e-04,7.100788462965782269e-05,3.752200151563588092e-05,2.050256580003951540e-06,-5.565966574591197475e-07,-6.941999974542857377e-07,-4.654557715047951706e-06,-1.245330238965163932e-05,9.112900915560298383e-06,-1.919541173750761897e-05,1.738423434219697560e-05,-9.268989528304094807e-07,-9.386414943088071234e-06,8.163063791321071520e-07,-1.237146137010805800e-05,-2.557161925610144200e-06,-7.849296926934986766e-06,1.837570139031308397e-05,1.054315564008797299e-05,-8.424082553633695922e-06
1.237902627475483364e+01,4.162113322966409790e+00,1.430003404748145135e+00,5.037715742541689634e-01,1.825422499652679942e-01,6.809534467009960290e-02,2.631384142690699340e-02,1.045227907128579332e-02,4.282240740582888942e-03,1.807985046923910521e-03,7.714713025364737650e-04,3.439540421383577382e-04,1.491283254537304522e-04,5.043967561593831961e-05,2.579793569682846413e-05,1.643949248071503529e-05,2.656800660305186967e-05,1.610605174511972601e-05,1.471706954659690067e-06,-8.462251234897678091e-07,-6.876064101815355839e-06,-7.247054776817656038e-06,4.938605919017210448e-06,-1.243779700137375517e-05,-1.401579114201364652e-05,-4.152656683060337288e-06,-3.841885250319008782e-06,3.001268588193502077e-06,3.063907305215993966e-06,-3.724739773133523584e-06,2.633429918078702448e-06,-4.719620574059489642e-06
